username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2020-06-07 14:31;17927;72521;"Fantastic job on @foxandfriends by new Republican Superstar @SeanParnellUSA, running for Congress (with my complete & total Endorsement) against a Crazy Nancy Pelosi Puppet (who has done nothing!), & a slightly older Republican Superstar, @GovMikeHuckabee. Thank you to both!";;@foxandfriends @SeanParnellUSA @GovMikeHuckabee;;"1269638102320119808";https://twitter.com/realDonaldTrump/status/1269638102320119808
realDonaldTrump;2020-06-07 14:19;58833;227101;"Colin Powell, a real stiff who was very responsible for getting us into the disastrous Middle East Wars, just announced he will be voting for another stiff, Sleepy Joe Biden. Didn’t Powell say that Iraq had “weapons of mass destruction?” They didn’t, but off we went to WAR!";;;;"1269634983687315457";https://twitter.com/realDonaldTrump/status/1269634983687315457
realDonaldTrump;2020-06-07 14:01;48847;209069;"Not only will Sleepy Joe Biden DEFUND THE POLICE, but he will DEFUND OUR MILITARY! He has no choice, the Dems are controlled by the Radical Left.";;;;"1269630609883910144";https://twitter.com/realDonaldTrump/status/1269630609883910144
realDonaldTrump;2020-06-07 13:53;32709;159787;"I have just given an order for our National Guard to start the process of withdrawing from Washington, D.C., now that everything is under perfect control. They will be going home, but can quickly return, if needed. Far fewer protesters showed up last night than anticipated!";;;;"1269628439457345538";https://twitter.com/realDonaldTrump/status/1269628439457345538
realDonaldTrump;2020-06-07 13:09;59607;285071;"Sleepy Joe Biden and the Radical Left Democrats want to “DEFUND THE POLICE”. I want great and well paid LAW ENFORCEMENT. I want LAW & ORDER!";;;;"1269617458354282502";https://twitter.com/realDonaldTrump/status/1269617458354282502
realDonaldTrump;2020-06-07 02:12;42757;201214;". @CNN & MSDNC are doing everything possible to “inflame” the crowd. Fortunately they have a very small audience!";;@CNN;;"1269452057737641984";https://twitter.com/realDonaldTrump/status/1269452057737641984
realDonaldTrump;2020-06-07 02:09;46951;283307;"Much smaller crowd in D.C. than anticipated. National Guard, Secret Service, and D.C. Police have been doing a fantastic job. Thank you!";;;;"1269451304503574528";https://twitter.com/realDonaldTrump/status/1269451304503574528
realDonaldTrump;2020-06-06 22:48;68382;408691;"LAW & ORDER!";;;;"1269400770472001539";https://twitter.com/realDonaldTrump/status/1269400770472001539
realDonaldTrump;2020-06-06 22:31;49527;287793;"Wow! 96% Approval Rating in the Republican Party (and I believe this was before the “GREAT” Jobs Numbers yesterday). Thank you!";;;;"1269396484048465921";https://twitter.com/realDonaldTrump/status/1269396484048465921
realDonaldTrump;2020-06-06 19:56;23953;70797;"pic.twitter.com/hJSsx86Azp";;;;"1269357552854327296";https://twitter.com/realDonaldTrump/status/1269357552854327296
realDonaldTrump;2020-06-06 14:36;30341;132408;"pic.twitter.com/FAypsSSqCs";;;;"1269276894819692544";https://twitter.com/realDonaldTrump/status/1269276894819692544
realDonaldTrump;2020-06-06 11:53;29588;120291;"Riot gear or military control is not necessary because ANTIFA & other Wacko groups of Anarchists aren’t present to cause trouble. Incredible people. Thank you Maine!https://twitter.com/lily_marston/status/1269171885998092288 …";;;;"1269235993812570112";https://twitter.com/realDonaldTrump/status/1269235993812570112
realDonaldTrump;2020-06-06 03:19;22984;113311;"Great new book by @PastorDScott called “Nothing to Lose”. The Pastor is a winner and a great guy. Much can be learned from him. Buy the book. Make him a Big Deal Author!";;@PastorDScott;;"1269106594102628359";https://twitter.com/realDonaldTrump/status/1269106594102628359
realDonaldTrump;2020-06-06 02:57;29414;119008;"“This is a flat out lie. They (the media) are making things up” @CharlesHurt @IngrahamAngle The Lamestream Media is out of control. It would be impossible to fully explain how dishonest they are!";;@CharlesHurt @IngrahamAngle;;"1269101156367765504";https://twitter.com/realDonaldTrump/status/1269101156367765504
realDonaldTrump;2020-06-06 02:00;36242;120427;"Crazy!https://twitter.com/obamamalik/status/1268612366133911557 …";;;;"1269086797226815490";https://twitter.com/realDonaldTrump/status/1269086797226815490
realDonaldTrump;2020-06-06 01:36;23365;70196;"Biden wants to Defund the Police!https://twitter.com/RichardGrenell/status/1268546489858605056 …";;;;"1269080686985719808";https://twitter.com/realDonaldTrump/status/1269080686985719808
realDonaldTrump;2020-06-06 01:29;14698;54293;"We will always defend. Great job Jay!https://twitter.com/JaySekulow/status/1268629847137550337 …";;;;"1269078999176818693";https://twitter.com/realDonaldTrump/status/1269078999176818693
realDonaldTrump;2020-06-06 01:26;16929;70702;"You must be kidding??? This is a total disgrace!https://twitter.com/RichardGrenell/status/1269048444158480384 …";;;;"1269078289467006979";https://twitter.com/realDonaldTrump/status/1269078289467006979
realDonaldTrump;2020-06-06 01:01;33667;168192;"THANK YOU MAINE! #MAGApic.twitter.com/5De7t64zRj";;;#MAGApic;"1269071937914929153";https://twitter.com/realDonaldTrump/status/1269071937914929153
realDonaldTrump;2020-06-06 01:01;34842;86524;"Twitter Pulls Trump Campaign Video of President Showing Empathy For Peaceful Protesters https://davidharrisjr.com/rich/twitter-pulls-trump-campaign-video-of-president-showing-empathy-for-peaceful-protesters/ … They are fighting hard for the Radical Left Democrats. A one sided battle. Illegal. Section 230!";;;;"1269071790015471621";https://twitter.com/realDonaldTrump/status/1269071790015471621
realDonaldTrump;2020-06-06 00:56;12114;35381;"Democrat John Hickenlooper Held in Contempt After Failing to Comply with Subpoena over Ethics Complaint https://davidharrisjr.com/steven/democrat-john-hickenlooper-held-in-contempt-after-failing-to-comply-with-subpoena-over-ethics-complaint/ … Got caught big time with his hand in the cookie jar. Should be the end of his Colorado Senate bid. Makes no difference, we already have a GREAT Senator!";;;;"1269070651693948928";https://twitter.com/realDonaldTrump/status/1269070651693948928
realDonaldTrump;2020-06-06 00:51;11455;41910;"What a fantastic group!https://twitter.com/TeamTrump/status/1269056155797635072 …";;;;"1269069457412030464";https://twitter.com/realDonaldTrump/status/1269069457412030464
realDonaldTrump;2020-06-06 00:50;18659;74864;"Great!https://twitter.com/realcandaceo/status/1269024665831452680 …";;;;"1269069041626484737";https://twitter.com/realDonaldTrump/status/1269069041626484737
realDonaldTrump;2020-06-05 23:10;37751;151688;". @MayorBowser is grossly incompetent, and in no way qualified to be running an important city like Washington, D.C. If the great men and women of the National Guard didn’t step forward, she would have looked no better than her counterpart Mayor in Minneapolis!";;@MayorBowser;;"1269043981461184514";https://twitter.com/realDonaldTrump/status/1269043981461184514
realDonaldTrump;2020-06-05 20:08;44025;215392;"...We should be standing up straight and tall, ideally with a salute, or a hand on heart. There are other things you can protest, but not our Great American Flag - NO KNEELING!";;;;"1268998143733051394";https://twitter.com/realDonaldTrump/status/1268998143733051394
realDonaldTrump;2020-06-05 20:08;53032;284038;"I am a big fan of Drew Brees. I think he’s truly one of the greatest quarterbacks, but he should not have taken back his original stance on honoring our magnificent American Flag. OLD GLORY is to be revered, cherished, and flown high...";;;;"1268998142860627969";https://twitter.com/realDonaldTrump/status/1268998142860627969
realDonaldTrump;2020-06-05 18:04;19648;89004;"...over the last number of nights. If she doesn’t treat these men and women well, then we’ll bring in a different group of men and women!";;;;"1268966947938590721";https://twitter.com/realDonaldTrump/status/1268966947938590721
realDonaldTrump;2020-06-05 18:04;30654;123667;"The incompetent Mayor of Washington, D.C., @MayorBowser, who’s budget is totally out of control and is constantly coming back to us for “handouts”, is now fighting with the National Guard, who saved her from great embarrassment...";;@MayorBowser;;"1268966945971417088";https://twitter.com/realDonaldTrump/status/1268966945971417088
realDonaldTrump;2020-06-05 17:28;14735;59519;"I just signed the Paycheck Protection Program Flexibility Act to further improve our VERY POPULAR AND SUCCESSFUL program to help small businesses. THANK YOU to our GREAT REPUBLICAN SENATORS! @senatemajldr @marcorubio @SenatorCollins @SteveDaines @SenThomTillis @SenCoryGardnerpic.twitter.com/ooH0NclioX";;@senatemajldr @marcorubio @SenatorCollins @SteveDaines @SenThomTillis @SenCoryGardnerpic;;"1268957851810066432";https://twitter.com/realDonaldTrump/status/1268957851810066432
realDonaldTrump;2020-06-05 16:32;27947;115380;"pic.twitter.com/MpWGPExQ3E";;;;"1268943786937397248";https://twitter.com/realDonaldTrump/status/1268943786937397248
realDonaldTrump;2020-06-05 16:31;20975;81314;"Greatest Top Five Monthly Jobs Gains in HISTORY. We are #1!pic.twitter.com/Cs8NEFbHG0";;;#1;"1268943483013943298";https://twitter.com/realDonaldTrump/status/1268943483013943298
realDonaldTrump;2020-06-05 16:29;15409;81981;"“Really great numbers by any standard - UNBELIEVABLE!” @JoeSquawk Joe go it right also!";;@JoeSquawk;;"1268942964992114693";https://twitter.com/realDonaldTrump/status/1268942964992114693
realDonaldTrump;2020-06-05 13:01;15194;87907;"It is a stunner by any stretch of the imagination! @CNBC";;@CNBC;;"1268890724591964160";https://twitter.com/realDonaldTrump/status/1268890724591964160
realDonaldTrump;2020-06-05 12:59;15860;73166;"It’s a stupendous number. It’s joyous, let’s call it like it is. The Market was right. It’s stunning! @jimcramer @CNBC";;@jimcramer @CNBC;;"1268890135459921921";https://twitter.com/realDonaldTrump/status/1268890135459921921
realDonaldTrump;2020-06-05 12:54;26365;141063;"Oh no, the Dems are worried again. The only one that can kill this comeback is Sleepy Joe Biden!";;;;"1268888880264155136";https://twitter.com/realDonaldTrump/status/1268888880264155136
realDonaldTrump;2020-06-05 12:51;21576;102293;"Congratulations to wonderful Charles Payne on having been so optimistic, and therefore correct. Market up BIG!!!";;;;"1268888049792036867";https://twitter.com/realDonaldTrump/status/1268888049792036867
