username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
instantsPost;2019-03-09 16:35;0;0;"Trump says relationship with N. Korea’s Kim ‘remains good’ https://instant.com.pk/trump-says-relationship-with-n-koreas-kim-remains-good/ …pic.twitter.com/TZIUmwGxJI";;;;"1104420338916622337";https://twitter.com/instantsPost/status/1104420338916622337
UJs4mwoCWOE341O;2019-03-09 16:34;0;0;"A Date Cut Short in Hanoi for Trump and Kim http://dlvr.it/R0Vsvv pic.twitter.com/nkDDsLcgBY";;;;"1104420218095382530";https://twitter.com/UJs4mwoCWOE341O/status/1104420218095382530
abysmal_ism;2019-03-09 16:34;0;0;"If you think Republicans aren't insane enough to someday put Kanye West and Kim Kardashian in the White House, you're blind. Reminder: they put Reagan, then Bush 43, and now Donald Trump in office. The pattern entails photocopies of stupidity. Tread lightly on the MAGA, people.";;;;"1104420119566999553";https://twitter.com/abysmal_ism/status/1104420119566999553
tom_canet;2019-03-09 16:32;1;1;"Je suis sur et certain que si à la place des guerre les président et dictateur fesait des octogone sans règle pour régler leur problème sa planète irai beaucoup mieux à quand un octogone Trump Kim jung un #octogone #plusdeguerre #jailasolution";;;#octogone #plusdeguerre #jailasolution;"1104419657174388737";https://twitter.com/tom_canet/status/1104419657174388737
Follementbijoux;2019-03-09 16:32;0;0;"Amid reports that North Korea rocket launch facility operational; Trump would be ‘very surprised’ if Kim Jong Un renews testing http://www.0news.net/?p=481979";;;;"1104419643547095040";https://twitter.com/Follementbijoux/status/1104419643547095040
ThenAtlasSpoke;2019-03-09 16:31;0;0;"Funny how the Left & media forgets Obama came into negotiations that had been ongoing for years and it STILL took him 6 YEARS to finalize the deal with Iran...and we pretty much gave them everything they wanted, including tons of cash! What has Trump had with Kim, 9 months??? SMH";;;;"1104419549749936129";https://twitter.com/ThenAtlasSpoke/status/1104419549749936129
JaiRapolu;2019-03-09 16:31;0;0;"Even the big bullies like Trump and Kim are sitting at negotiating table time and again to prevent any nuclear crisis. It is alright for BJP to glorify itself saying that it had taken revenge. But don't try to insult previous governments for not taking aggressive action at the";;;;"1104419512680472576";https://twitter.com/JaiRapolu/status/1104419512680472576
AfrikMag;2019-03-09 16:31;0;0;"USA-Corée du Nord: Kim Jong Un aurait berné Donald Trump https://www.afrikmag.com/usa-coree-du-nord-kim-jong-un-aurait-berne-donald-trump/ … #berné #CoréeDuNord #DonaldTrump";;;#berné #CoréeDuNord #DonaldTrump;"1104419360888811521";https://twitter.com/AfrikMag/status/1104419360888811521
TeLoCuentoNews;2019-03-09 16:30;0;0;"#LoMásVisto Concluye sin acuerdo la cumbre entre Donald Trump y Kim Jong-un https://buff.ly/2NzJR2B pic.twitter.com/kJRPJzF8MK";;;#LoMásVisto;"1104419122530697217";https://twitter.com/TeLoCuentoNews/status/1104419122530697217
JanetWa94118686;2019-03-09 16:28;0;0;"Beltway Insider: Trump/Kim Jong Un Overshadowed, Otto Warmbier, Cohen/Trump, Brexit Implosion, Netanyahu, 2020 https://shar.es/am4lpU";;;;"1104418787460149248";https://twitter.com/JanetWa94118686/status/1104418787460149248
Beitzelaw;2019-03-09 16:28;0;0;"Last fall, Trump said Kim Jong Un wrote him “beautiful letters” and “we fell in love". That's weird.";;;;"1104418749145321472";https://twitter.com/Beitzelaw/status/1104418749145321472
JanetWa94118686;2019-03-09 16:28;0;0;"Beltway Insider: Trump/Kim Jong Un Overshadowed, Otto Warmbier, Cohen/Trump, Brexit Implosion, Netanyahu, 2020 http://www.haute-lifestyle.com/168-haute-this-issue/3908-beltway-insider-trump-kim-jong-un-overshadowed-otto-warmbier-cohen-trump-brexit-implosion-netanyahu-2020.html#.XIPptxbB0Go.twitter …";;;#;"1104418743826886658";https://twitter.com/JanetWa94118686/status/1104418743826886658
mateusdafuegest;2019-03-09 16:28;0;0;"i feel like melania trump be on that kim k swag n white house had no other option but to use a dupe when she was not bout goin out";;;;"1104418701162528769";https://twitter.com/mateusdafuegest/status/1104418701162528769
t2in2rs;2019-03-09 16:28;0;0;"Kim Jong Un's peace train offers luxury en route to Hanoi summit with Trump https://www.straitstimes.com/asia/se-asia/kim-jong-uns-peace-train-offers-luxury-en-route-to-summit-with-trump …";;;;"1104418588264460294";https://twitter.com/t2in2rs/status/1104418588264460294
MarcelynJandre1;2019-03-09 16:26;0;0;"Trump is first US President to meet with Kim & work to gain peace. Carry on to help America & the world, Mr. President.";;;;"1104418152673406976";https://twitter.com/MarcelynJandre1/status/1104418152673406976
thiagopossenti;2019-03-09 16:22;0;0;"Quer dizer que o Kim disse que tava em casa vendo série mas tava fazendo míssel com os contatinho por aí. Assim o coração do Trump não aguenta...";;;;"1104417304694132738";https://twitter.com/thiagopossenti/status/1104417304694132738
ned35;2019-03-09 16:22;0;7;"Trump x Kim - De volta à estaca zero? https://youtu.be/OaiIXlZWbXc via @YouTube / @hoje_nopic.twitter.com/zcXzjcLcg0";;@YouTube @hoje_nopic;;"1104417114386034689";https://twitter.com/ned35/status/1104417114386034689
chuckpnh;2019-03-09 16:22;1;0;"This is exactly correct: despite two face-to-face Trump/Kim summits, NOTHING has changed or been accomplished. What a terrific negotiator Trump is in his art of the deal. Hah! https://twitter.com/thehill/status/1104411773388623872 …";;;;"1104417060820582400";https://twitter.com/chuckpnh/status/1104417060820582400
rab111222;2019-03-09 16:21;0;0;"Donald Trump & Kim Jong un in Vietnam: „Aktuelle Versuche der Trump-Administration, Nordkorea mit Hilfe Vietnams gegen China zu positionieren, sind schon vor Jahren von deutschen Experten mit vorbereitet worden.“! GERMAN-FOREIGN-POLICY berichtet! http://www.ak-gewerkschafter.de/2019/03/09/donald-trump-kim-jong-un-in-vietnam-aktuelle-versuche-der-trump-administration-nordkorea-mit-hilfe-vietnams-gegen-china-zu-positionieren-sind-schon-vor-jahren-von-deutschen-experten-mit-vorbere/ …";;;;"1104416978679271425";https://twitter.com/rab111222/status/1104416978679271425
MikeAE35;2019-03-09 16:20;0;0;"North Korea is pursuing the "rapid rebuilding" of the long-range rocket site at Sohae Launch Facility, according to new commercial imagery and an analysis from the researchers at Beyond Parallel. Just two days after the inconclusive Hanoi Summit between Trump and Kim Jong Un, pic.twitter.com/xNnImo8XCy";;;;"1104416729424375809";https://twitter.com/MikeAE35/status/1104416729424375809
hapawriter;2019-03-09 16:19;0;0;"And Trump was worried if he had to eat Kim Chee !";;;;"1104416491192016896";https://twitter.com/hapawriter/status/1104416491192016896
DuluthLPD6;2019-03-09 16:19;0;0;"Trump "My relationship is still special with Kim Jong Un: As a flurry of activity around a missile launch site is happening, Trump still has faith in his relationship with the North Korean President Kim Jong Un? He's the only one?";;;;"1104416347386048512";https://twitter.com/DuluthLPD6/status/1104416347386048512
TheOldOlaf;2019-03-09 16:15;2;2;"All part of the elaborate chess game of negotiations. Kim has full support from China and they are playing Trump because he won't listen to the people in his own State Dept who are smart and know what is going on. Instead Trump goes for photo ops.";;;;"1104415536635510785";https://twitter.com/TheOldOlaf/status/1104415536635510785
InhellJourney;2019-03-09 16:15;0;0;"Trump = liar. Trump put Kim on the world stage instead of off stage where he belonged, absolved him of murder, ignored enslavement, torture & murder of citizens, fan boy prasied him , remained ignorant of the danger posed to S. Korea and others....all for nothing in exchange. https://twitter.com/thehill/status/1104411773388623872 …";;;;"1104415494906339333";https://twitter.com/InhellJourney/status/1104415494906339333
texanfortrump20;2019-03-09 16:15;0;0;"So he’ s going to jail for lying & he illegally tapes his clients but if he says something negative about Trump, that is to be believed.";;;;"1104415383367368704";https://twitter.com/texanfortrump20/status/1104415383367368704
keftin;2019-03-09 16:14;0;0;"Much bigger threat is neither the WAHHABI'S or @khamenei_ir Shia Islam, @realDonaldTrump has tackled the biggest world threat by the process of denuclearisation of the Korean Peninsula, Even @Kim is now friendly. You guys just dislike Trump, may God open the eyes of your minds";;@khamenei_ir @realDonaldTrump @Kim;;"1104415273770278912";https://twitter.com/keftin/status/1104415273770278912
yottapoint;2019-03-09 16:14;8;12;"Perhaps Chinese intelligence agencies first discovered at Mar-a-Lago - possibly first hand - that Trump would give away the store, simply in return for opportunities to slobber over Kim Jong Un. Maybe someone can look into Mar-a-Lago & approval of Ivanka’s trademarks too. https://twitter.com/danielschulman/status/1104345917182918657 …";;;;"1104415119570722816";https://twitter.com/yottapoint/status/1104415119570722816
